id,groupId,name,description,startDate,endDate,formattedLocation,countryDescription,attendeesCount,companyAttendeesCount,investorAttendeesCount,attendeeNamesConcatString,industrySectorsConcatString,industryGroupsConcatString,industryCodesConcatString
5151,5045,International Association For Identification's Educational Conference 2025,"International Association for Identification's Educational Conference 2025 is an event hosted for forensic scientists, crime scene investigators, biometric experts, and law enforcement professionals. The event brings together industry professionals to connect on forensic identification, crime scene processing, and scientific examination of physical evidence, allowing attendees to gain hands-on training, explore the latest technologies, and deepen their expertise through lectures, workshops, and certification programs across disciplines like DNA, latent prints, digital forensics, and more.",2025-08-10,2025-08-16,"Orlando, Florida",United States,64,64,,"ANSI National Accreditation BoardANSI National Accreditation Board, AVER (IT Consulting and Outsourcing), Adorama, Air Science Technologies, Amped Software, Ande, Arrowhead Forensics, Attestor Forensics, Aware (USA) (NAS: AWRE), CSIpix, Carlson (IT Consulting and Outsourcing), Collaborative Testing Services, Collision Forensic Solutions, Columbia Southern Education Group, Crime Science Technology, Crime Sciences, DNA Labs International, DataWorks, Dermalog Jenetric, DotProduct, EVIDENT (Virginia), Evidence IQ, FARO Technologies, FileOnQ, Foray (Application Software), Forensic Pieces, Foster + Freeman, FoxFury Lighting Solutions, Ideal Innovations, Idemia, Identification International, Innovatrics, Integrated Biometrics, L-Tron, Labino, Lakota Software Solutions, Leica Geosystems (Electronic Equipment and Instruments), M-Vac Systems, MEDTECH Forensics, Mentalix, Metasystem Group, Mideo Systems, Mystaire, NBS Calibrations, NEC Corporation of America, Revelen.AI, Ron Smith and Associates, Secure Planet, Sirchie Finger Print Laboratories, Smytec, Sony Corporation of America, TECH5, Texas Tech University, Thales Group (PAR: HO), The Peavey Corporation, Topair Systems, Trancite Logic Systems, Tri-Tech Forensics, Two Technologies, VeriPic, Versaterm, Visionations, West Technology Systems, ecaptureDtech, laura pettler & associates","Business Products and Services (B2B), Healthcare","Commercial Services, Pharmaceuticals and Biotechnology","Drug Discovery, Education and Training Services (B2B)"
11527,11042,American Supply Chain Summit,"The American Supply Chain Summit is a strategic conference hosted for supply chain executives, operations leaders, logistics professionals, and procurement specialists. It brings together industry professionals to connect on topics such as supply chain resilience, digital transformation, risk management, and workforce development. Attendees gain valuable insights into optimizing end-to-end operations, leveraging emerging technologies like AI and IoT, and navigating global disruptions. Through keynote presentations, case studies, and interactive sessions, the summit empowers participants to enhance efficiency, foster innovation, and build agile, future-ready supply chain networks.",2026-04-27,2026-04-28,"Dallas, Texas",United States,,,,,Business Products and Services (B2B),Commercial Services,Logistics
7285,7100,MSSC Summit 2026,"MSSC Summit 2026 is an event hosted for the Salinity Management sector. The event brings together industry leaders, innovators, and professionals to explore the latest trends and advancements in desalination-related technologies, salinity control strategies, and associated policies, allowing attendees to have the opportunity to participate in engaging keynote presentations, informative workshops, and valuable networking sessions designed to foster collaboration and share insights.",2026-02-25,2026-02-27,"Las Vegas, Nevada",United States,,,,,Business Products and Services (B2B),Commercial Services,Environmental Services (B2B)
11539,11054,Medicine24 Conference 2025,"Medicine24 Conference 2025 is an event hosted for consultant physicians, trainee doctors, SAS doctors, allied health professionals, and medical students across the UK and beyond. The event brings together experts from acute and general medicine to connect on topics such as front-door care, health inequalities, and multidisciplinary clinical approaches, allowing attendees to earn up to 12 CPD credits, participate in keynote sessions led by renowned speakers like Professor Dame Carrie MacEwan, and engage in both in-person and online formats.",2025-10-23,2025-10-24,"Glasgow, United Kingdom",United Kingdom,2,2,,"Daiichi Sankyo Company (TKS: 4568), Viatris (NAS: VTRS)",Healthcare,Healthcare Services,Other Healthcare Services
5174,5067,International Conference on Genetics 2025,"International Conference on Genetics 2025 is an event hosted for geneticists, researchers, scientists, healthcare professionals, and students. The event brings together industry professionals to connect on the major advancements in genetic investigation and genomic medicine, providing intuition into inventive techniques, breakthrough therapies, and novel preventive measures, allowing attendees to be exposed to exciting debates on numerous subjects such as gene-editing technologies, genetic therapies, ethics in genetics, and artificial intelligence integration in genomics.",2025-08-18,2025-08-19,"Barcelona, Spain",Spain,,,,,Healthcare,Pharmaceuticals and Biotechnology,"Biotechnology, Drug Discovery, Other Pharmaceuticals and Biotechnology"
13664,12918,No-Code Day conference Italy 2025,"No-Code Day conference Italy 2025 is an event hosted for digital leaders, IT professionals, and business innovators across Europe. The event brings together industry professionals to connect on no-code development, AI-powered automation, and CRM transformation, allowing attendees to explore cutting-edge technologies, share success stories, and build strategic partnerships that accelerate digital growth.",2025-10-09,2025-10-09,"Monza, Italy",Italy,,,,,Information Technology,"Other Information Technology, Software","Automation/Workflow Software, Other Information Technology"
3058,2995,IRT - Interactive Response Technologies Europe 2025,"The IRT - Interactive Response Technologies Europe event brings the presentation introduces the fundamentals of GS1® data structure and standards. It further explains how these standards were utilized in a proof-of-concept pilot to demonstrate how GS1® standards are additive to supply optimization efforts. The pilot was initiated by the Clinical Supply Leadership Forum (CSLF) GS1® community of practice, led by Asim Kahn from Amgen and Hans von Steiger from Pfizer. During this pilot, the feasibility of streamlining site receiving and dispensing operations through connection of systems was demonstrated. Through collaboration, the pilot showcased how key aspects of clinical supply distribution and dispensing can be streamlined by leveraging GS1 identification and electronic data interchange (EDI) standards.",2025-10-14,2025-10-15,"Boston, Massachusetts",United States,12,12,1,"4G Clinical, Almac Group, Atreo, Perceptive (Healthcare), Pharmaceutical Commerce, Pharmaceutical Executive, Poxy Clinical, Signant Health, Sitero, Suvoda, Taikun Pharma, YPrime",Business Products and Services (B2B),Commercial Services,Other Commercial Services
5181,5074,Washington Digital Government Summit 2025,"Washington Digital Government Summit is an event hosted for public sector leaders and government technology professionals. The event brings together digital government industry professionals to connect on cybersecurity, AI implementation, data governance, and digital transformation, allowing attendees to explore innovative solutions, engage in expert discussions, and collaborate on shaping the future of government services.",2025-11-13,2025-11-13,"Tacoma, Washington",United States,,,,,Business Products and Services (B2B),Commercial Services,"Other Commercial Services, Security Services (B2B)"
7306,7121,Transatlantic Business Conference 2025,"The Transatlantic Business Conference is an event hosted for senior business leaders and policymakers across Europe and the United States. The event brings together industry professionals to connect on deepening transatlantic economic relations, exploring key topics like trade, investment, and technology, allowing attendees to gain high-level insights, network with decision-makers, and forge strategic partnerships.",2025-11-19,2025-11-19,"Berlin, Germany",Germany,,,,,"Business Products and Services (B2B), Financial Services","Commercial Services, Other Financial Services","Other Commercial Services, Other Financial Services"
11552,11066,International Symposium on Foundations & Practice of Security 2025,"International Symposium on Foundations & Practice of Security 2025 is an event hosted for researchers, engineers, industry leaders, and policymakers in the energy and power systems sector. The event brings together professionals to connect on emerging technologies, smart grid innovations, and sustainable energy solutions allowing attendees to gain opportunities to explore cutting-edge research, collaborate on system integration challenges, and advance the development of resilient, low-carbon power infrastructures for the future.",2025-11-25,2025-11-27,"Plouzané, France",France,1,1,,DEPARTEMENT DU FINISTERE,Information Technology,Other Information Technology,Other Information Technology
13675,12929,No-Code Day conference Riyadh 2025,"No-Code Day conference Riyadh 2025 – The Age of AI is an immersive conference hosted by Creatio for digital leaders, innovators, and professionals across Latin America. The event brings together industry experts to connect on AI-powered automation, actionable CRM, and no-code technologies, allowing attendees to explore cutting-edge solutions, deepen expertise, and build strategic relationships that drive growth and efficiency.",2025-02-18,2025-02-18,"Riyadh, Saudi Arabia",Saudi Arabia,2,2,,"Doumind, Sirma Group Holding (XBUL: SGH)",Information Technology,"Other Information Technology, Software","Automation/Workflow Software, Other Information Technology"
944,933,Energy Management Summit 2025,"Energy Management Summit 2025 is an event hosted for senior energy and facilities management professionals. The event brings together industry professionals to connect on topics such as energy efficiency, sustainability strategies, and innovative technologies, allowing attendees to engage in one-to-one meetings, gain insights from expert-led seminars, and explore solutions that drive cost savings and environmental impact reduction.",2025-09-22,2025-09-23,"Heathrow, United Kingdom",United Kingdom,,,,,"Business Products and Services (B2B), Energy","Commercial Services, Energy Services","Energy Infrastructure, Other Commercial Services"
11558,11072,Dubai World Insurance Congress,"The Dubai World Insurance Congress (DWIC) is a high-impact event hosted for senior insurance and reinsurance professionals, brokers, underwriters, and insurtech innovators. It brings together industry leaders to connect on topics such as emerging risks, digital transformation, climate resilience, and strategic growth across global and regional insurance markets. Attendees gain valuable insights into evolving market dynamics, regulatory developments, and technological advancements shaping the future of insurance. Through curated networking sessions, thought leadership panels, and the DWIC Meeting Hub, the congress empowers participants to forge meaningful partnerships, explore new business opportunities, and drive innovation in the insurance ecosystem.",2026-04-27,2026-04-29,"Dubai, United Arab Emirates",United Arab Emirates,21,21,1,"Anoud Technologies, Callidus Solutions, Chubb Fire Security, Clarity (Commercial Services), Doha Insurance Group (DSMD: DOHI), Fenchurch Faris, Fitch Group, HDI Global, Liberty Ubezpieczenia, Malakut Insurance Brokers, Moody's Investors Service (NYS: MCO), Münchener Rückversicherungs-Gesellschaft (ETR: MUV2), Nasco (Healthcare Technology Systems), Oneglobal Broking, Phinsys, Premier Protection Insurance Services, R+V Group, SHIELDS, SWAN RE, Solus Insurance Brokers, Tysers, formalCompany_1744043431830dbl",Financial Services,Other Financial Services,Other Financial Services
13682,12936,Advanced Therapy Medicinal Products Conference 2025,"Advanced Therapy Medicinal Products Conference 2025 is an event hosted for biomedical researchers, pharmaceutical developers, regulatory experts, and healthcare innovators. The event brings together industry professionals to connect on cell and gene therapies, regulatory frameworks, clinical advancements, and commercialization strategies, allowing attendees to explore cutting-edge developments, navigate compliance challenges, and accelerate the delivery of transformative therapies to patients.",2025-11-27,2025-11-28,"Barcelona, Spain",Spain,4,4,,"Clocate.com, Eventbrite (NYS: EB), Medium, Ten Times Online",Healthcare,Healthcare Services,Other Healthcare Services
13683,12937,PromotionTrade Exhibition,"PromotionTrade Exhibition 2026 is an event hosted for businesses in promotional products, textiles, and printing. It brings together suppliers, manufacturers, and buyers to explore new product ideas, discover customization techniques, and build valuable partnerships, allowing attendees to stay current with trends and grow their brand presence in the market.",2026-01-21,2026-01-23,"Milan, Italy",Italy,51,51,1,"ANDA Present Group, Amgs Group, Artisanet, Atlantis Headwear, Awservice, BUFF, CIFRA SL, Caimi Luigi E Figlio, Camac Arti Grafiche, Embroidery Service, Eurmoma Societa A Responsabilita Limitata, Eurodet, Fiera Milano (MIL: FM), Fiorenzo Digital Teamwear, Get Impressed, Gi An, Headwear, Italian Distribution Group, Kingly, Konus USA Corporation, L-Shop-Team, Lanyard, Maikii, Makito, Malfini, Marini Silvano, Market Screentypographic S.R.L. Denominazione Abbreviata: Mst, Mat.En, Maxim Ceramics, Mid Ocean Group, Noex Sp. Z O.O., PF Concept International, Paul Stricker, S.A., Pellegrini A. E C., Professional Pins, Promonotes, Promotred, Qualitypunch, Raxy Line, Realisaprint.It, Responsor, Sei Due Sei, Sil.An. Promozioni S.R.L. Import Export, T-Shirt Makers, TopTex group (Italy), Trendfactory - B2B Partner Rituals, Valento, Walomo, Worklinestore, Xoopar Europe, Zep Pro, xd connects",Consumer Products and Services (B2C),Consumer Durables,Business Equipment and Supplies
5199,5092,Logistics Research Network Conference 2025,"Logistics Research Network Conference 2025 is an event hosted for researchers, industry experts, and thought leaders in the field of logistics. The event brings together logistics & transportation professionals to connect on share insights, discuss emerging trends, and explore innovative solutions to contemporary logistical challenges, allowing attendees to engage in thought-provoking presentations, panel discussions, and networking sessions that foster collaboration and knowledge exchange.",2025-09-03,2025-09-05,"Sheffield, United Kingdom",United Kingdom,84,84,6,"7695799 Canada, Active Ants, AerFin, Anglia Ruskin University, Aptean, B&Q, BAE Systems (LON: BA.), BDO UK, Babcock International Group (LON: BAB), Booths, C9 Recruitment, CEVA Logistics, Clarkson (LON: CKN), Clipfine, ComfortDelGro (SES: C52), Cookson Precious Metals, Culina group, DB Schenker, DHL Distribution Holdings (UK), DP World, Dawsongroup, Dematic Group, Descartes Systems Group (TSE: DSG), Dimensions Clothing, East Yorkshire Motor Services, Fast Lean Smart, Flexible Power Systems, Flox (Logistics), Fortna, GAMA Healthcare, GXO Logistics (NYS: GXO), Gist (Logistics), Glasgow Caledonian University, Great Bear Distribution, Halfords Group (LON: HFD), Hatmill Supply Chain Consultants, Hats Group, Howden Joinery Pension Plan, ID Logistics Group (PAR: IDL), IPP (Logistics), Innovecs, Ipswich Buses, JJX Logistics, JT International, Leidos Holdings (NYS: LDOS), Linde Material Handling (UK), Logistex, London Hire, M6toll, Menzies Distribution, Mountain Warehouse, Muller UK & Ireland Group, NashTech (Business/Productivity Software), National Grid (LON: NG.), Nene Storage Equipment Limited, Northern Powergrid Holdings Company, Oracle (NYS: ORCL), Ordnance Survey, Orion Systems Integrators, PTV Logistics, Palletforce, Petrofac (LON: PFC), Plymouth Citybus, Powerday, Reading Buses, RideTandem, Road Haulage Association, SEC Group, SSE (LON: SSE), Samuel Grant Group, Sentric Group, Softeon, Staffordshire County Council Pension Fund, Stagecoach Group (London Bus Operations), Supply Chain Coordination, TT Club Mutual Insurance, The Logistics Partnership, The Supply Chain Consulting Group, Turbine Surface Technologies, Unipart Group, University of Derby, Velociti Solutions, Visku, Walker Logistics, Wincanton, Wise (Solihull), XPO (US) (NYS: XPO), Ypo Supplies, Yusen Logistics Company, Zenobe Energy, ZigZag Global, formal1741708137026yrm, sdformalInvestor_1741660291946mdv",Business Products and Services (B2B),Commercial Services,Logistics
9447,9133,Annual Regulatory Compliance Conference 2025,"Annual Regulatory Compliance Conference 2025 is an event hosted for industry leaders, compliance officers, and legal experts. The event brings together Regulatory Compliance professionals to connect on the latest developments in regulatory compliance, allowing attendees to explore best practices and innovative strategies that shape the future of compliance.",2025-10-09,2025-10-09,"New York, New York",United States,,,,,Business Products and Services (B2B),Commercial Services,Other Commercial Services
11575,11088,PCPA South West Symposium 2025,"PCPA South West Symposium 2025 is an event hosted for pharmacy professionals across the UK who are passionate about clinical excellence and collaborative care. The event brings together industry professionals to connect on practical skills, prescribing safety, and innovations in general practice, allowing attendees to engage in interactive workshops, hear from expert speakers, and network with peers in a live, hands-on setting.",2025-09-24,2025-09-24,"Bridgwater, United Kingdom",United Kingdom,,,,,Healthcare,Healthcare Services,Other Healthcare Services
5211,5104,Hydrogen Americas Summit 2025,"The Hydrogen Americas Summit 2025 is an event hosted for senior energy executives, policymakers, investors, technology developers, and infrastructure specialists in the hydrogen and broader energy solutions sector. The event brings together industry professionals to connect on topics such as hydrogen technologies, energy storage, carbon capture (CCUS), policy frameworks, project financing, and clean energy integration, allowing attendees to forge partnerships, access actionable insights, and advance hydrogen project deployment across the Americas.",2025-09-03,2025-09-04,"Oxon Hill, Maryland",United States,27,27,,"BAUER COMP Holding, Bechtel, Bureau Veritas (PAR: BVI), CIRCOR International, Ceres Power Holdings (LON: CWR), Engineered Transportation International, Friem, Future Pipe Industries, Hitachi (TKS: 6501), Hitachi Energy, Hunter Buildings, IHI Energy Solutions, Imcoconstruction, Kawasaki Heavy Industries (TKS: 7012), Kiewit, Kyowa Electronic Instruments Company (TKS: 6853), Münchener Rückversicherungs-Gesellschaft (ETR: MUV2), Nel (Alternative Energy Equipment) (OSL: NEL), Powertech Labs, RX, Recherche 2000, Sma Solar Technology Amer, Sma Solar Uk, Swagelok, TMEIC, The Flexitallic Group, Thyssenkrupp Nucera (FRA: NCH2)","Business Products and Services (B2B), Energy","Commercial Services, Other Energy, Utilities","Environmental Services (B2B), Other Energy, Other Utilities"
3090,3027,Global Syngas Technologies Conference 2025,"Global Syngas Technologies Conference 2025 is an event hosted for the syngas industry’s top experts and corporate leaders. The event brings together industry professionals to connect on syngas technologies, allowing attendees to meet major players, exchange knowledge, and engage in networking across the global syngas community.",2025-10-12,2025-10-15,"San Diego, California",United States,15,15,,"ARVOS Group, Air Products and Chemicals (NYS: APD), BASF (ETR: BAS), Bd Energy Systems, Fluor (NYS: FLR), Johnson Matthey (LON: JMAT), KP Engineering, Kiewit, Linde (NAS: LIN), National Energy Technology Laboratory, Omni Conversion Technologies, Saint-Gobain (PAR: SGO), SunGas Renewables, The Flexitallic Group, Topsoe",Information Technology,Other Information Technology,Other Information Technology
3093,3030,TechCon 365 Dallas 2025,"TechCon 365 Dallas 2025 offers a  optional workshops, featuring over 130 sessions led by top experts in Microsoft technologies, including Microsoft 365, Power Platform, and Azure, attendees can choose content tailored to their experience level and interests, with sessions covering a variety of relevant topics.",2025-11-03,2025-11-07,"Dallas, Texas",United States,4,4,1,"Cadence Solutions, Crow Canyon Systems, Motio (Dallas), Saxon Global, Webcon",Information Technology,Other Information Technology,Other Information Technology
13704,12955,Ecf Live 2025,"Ecf Live 2025 is an event hosted for industry professionals, enthusiasts, and innovators. The event brings together industry professionals to connect on insightful discussions, networking opportunities, and engaging presentations on ECF, allowing attendees to immerse themselves in the latest trends and developments, while also enjoying the beautiful surroundings of Bozeman.",2025-09-29,2025-10-01,"Bozeman, Montana",United States,8,8,1,"A2X Accounting, Angler, Fulfil.IO, Mercury, Quiet Light Brokerage, Revision Lega, Richpanel, TaxValet, qvformalInvestor_1741662603619esr","Business Products and Services (B2B), Information Technology","Commercial Services, Other Information Technology","Other Commercial Services, Other Information Technology"
5220,5113,SECO Conference 2025,"SECO 2025 Conference is an event hosted for manufactured housing community owners, property managers, and industry professionals. The event brings together industry professionals to connect on topics such as affordable housing innovation, community management, investment strategies, and the latest developments in manufactured home design and services, allowing attendees to gain practical insights, network with successful peers, and explore new opportunities to grow and thrive in the manufactured housing sector.",2025-09-08,2025-09-10,"Atlanta, Georgia",United States,12,12,1,"American Commerce Bank, Blevins, ManageAmerica Integrated Billing Services, Metron (Aerospace and Defense), Mobile Insurance Agency of Texas, Newby Management, Petscreening, Rent Manager, Tri-State Distributors, Triad Financial Services, Vanderbilt Mortgage and Finance, Yale Realty & capital advisors, Yardi Systems, Zego (Financial Software)","Business Products and Services (B2B), Consumer Products and Services (B2C)","Commercial Services, Services (Non-Financial)","Other Commercial Services, Other Services (B2C Non-Financial), Real Estate Services (B2C)"
11586,11099,National Association of Benefits and Insurance Professionals Iowa Conference 2026,"The National Association of Benefits and Insurance Professionals' Iowa Conference 2026 is an event designed for professionals to connect, receive updates on government affairs and the Iowa legislature, earn continuing education credits, engage in networking opportunities, and pursue professional development.",2026-04-21,2026-04-23,"Altoona, Iowa",United States,28,28,1,"Aflac (NYS: AFL), AgencyBloc, Ansel, Associated Bank (NYS: ASB), Avesis, Beam Benefits, Benefit Administration For The Self Employed, Claim Doc, Colonial Life & Accident Insurance Company, Delta Dental of Iowa, E F R Institute For The Well Being, Engage PEO, Gravie, Group Benefits (United States), HealthPartners UnityPoint Health, Hy-Vee Health Exemplar Care, Iowa Bankers Insurance & Services, Kingsgate Health Insurance Company, Medical Associates, Medone (IA), MercyOne, Optimyl Benefits, Physicians Mutual Insurance Company, Principal Financial Group (NAS: PFG), Savii (BPO/Outsource Services), Senior Insurance Marketing, Tokio Marine HCC, United Healthcare Services, Vivid Clear Rx, Wellmark (Medical), isolved HCM",Financial Services,Other Financial Services,Other Financial Services
7344,7159,NBDF's Bleeding Disorders Conference 2025,"NBDF's Bleeding Disorders Conference 2025 is an event hosted for patients, families, and healthcare professionals. The event brings together bleeding disorders professionals to connect on education, research, and community support, allowing attendees to learn, network, and explore the latest advancements in care",2025-08-21,2025-08-23,"Aurora, Colorado",United States,,,,,Healthcare,Healthcare Services,Other Healthcare Services
979,966,Bournemouth Business Expo 2025,"Bournemouth Business Expo features a vast exhibition of local exhibitors, offering services and products, alongside free seminars, workshops by top speakers, and a speed networking session.",2025-03-20,2025-03-20,"Bournemouth, United Kingdom",United Kingdom,,,,,Business Products and Services (B2B),Commercial Services,Other Commercial Services
11591,11104,Design-Build for Transportation/Aviation 2026,"Design-Build for Transportation/Aviation 2026 is an event hosted for transportation planners, engineers, and infrastructure experts. The event brings together industry professionals to connect on mobility innovation, sustainable transit solutions, and policy development, allowing attendees to explore emerging technologies, share best practices, and shape the future of transportation systems.",2026-04-15,2026-04-17,"Grapevine, Texas",United States,58,58,4,"AECOM (NYS: ACM), Acrow Bridge, Advanced Drainage Systems (NYS: WMS), American Structurepoint Inc., Ames Construction, Architectural Polymers, Ardurra Group, Arup Group, AtkinsRealis (TSE: ATRL), Atlantic Industries, Autodesk (NAS: ADSK), BGE Engineering, Ballard Marine Construction, Barnard Construction, BrandSafway, Burns & McDonnell, COWI, Cell-crete Corp., Cor-Pro Systems, Dewberry, Elevate Infrastructure, Epic Metals Corporation, Flatiron Construction, Freyssinet, GPI (Construction and Engineering), HDR, HNTB, Halff Associates, Huitt-Zollars, Intertek (LON: ITRK), Jacobs Solutions (NYS: J), Johnson, Mirmiran and Thompson, Keller Group (LON: KLR), Kiewit, MENARD USA, Mammoet, Michels (International Utility), Mott MacDonald Group, New Millennium Building Systems, Nicholson Construction, NightStar Traffic Solutions, Nossaman, Omega Flex (NAS: OFLX), Parsons (NYS: PSN), R.J. Watson, Inc., Raba Kistner, Richard Goettle, Rosendin Electric, S&B USA, Schnabel Engineering, Skanska USA, Stantec (TSE: STN), Structural Technologies, Sundt Construction, Terracon Consultants, Thalle Industries, The Transtec Group, The Walsh Group, Universal Engineering Sciences, Vector Corrosion, WSP Global (TSE: WSP), Whiting-Turner",Business Products and Services (B2B),Commercial Services,Construction and Engineering
5230,5124,Tulane Future of Energy Forum 2025,"Tulane Future of Energy Forum 2025 is an event hosted for energy professionals, policymakers, researchers, and sustainability advocates. The event brings together leaders from business, government, academia, and nonprofits to connect on topics such as energy innovation, market competition, and cross-sector collaboration, allowing attendees to explore transformative technologies, navigate policy and investment shifts, and forge partnerships that drive a more secure, sustainable, and equitable energy future.
",2025-09-10,2025-09-12,"New Orleans, Louisiana",United States,,,,,Energy,Energy Services,Energy Infrastructure
3114,3051,WT | Wearable Technologies Conference 2025,"WT | Wearable Technologies Conference 2025 is an event hosted for wearable tech innovators, digital health leaders, product developers, and industry researchers. The event brings together professionals from across the wearable technology ecosystem to connect on topics such as smart textiles, digital health, AI-powered devices, and metaverse integration, allowing attendees to discover breakthrough innovations, engage in high-level networking, and shape the future of connected living.",2025-09-16,2025-09-17,"Mountain View, California",United States,25,25,2,"B-Secur, CardieX (ASX: CDX), Connected Future Labs, DELO Industrie Klebstoffe, Dexerials (TKS: 4980), Genentech, Harvard Medical School, Johns Hopkins Medicine, LeydenJar, Linxens, Lohmann, Makalot Industrial Company (TAI: 1477), MyWaves, NGK Insulators (TKS: 5333), Nanowear, Navispace, Neursantys, Nokia (HEL: NOKIA), STMicroelectronics (PAR: STMPA), Screentec, Sharper Sense, Solventum (NYS: SOLV), Sports Data Labs, Stanford University, Vena Vitals, Wacker Chemie (ETR: WCH)",Business Products and Services (B2B),Commercial Services,Other Commercial Services
9481,9162,HPC Roundtable Italy 2025,"HPC Roundtable Italy 2025 is an event hosted for professionals focused on IT & Technology. The event brings together industry professionals to connect on topics of medium-term development and trends of High Performance Computing and Artificial Intelligence technologies, allowing attendees to better understand the evolution of HPC",2025-09-30,2025-09-30,"Turin, Italy",Italy,4,4,,"Advanced Micro Devices (NAS: AMD), Altair Engineering (Business/Productivity Software), Ansys, DataDirect Networks",Information Technology,Other Information Technology,Other Information Technology
9482,9163,WI/MN Public Transit Fall Conference 2025,"WI/MN Public Transit Fall Conference 2025 is an event hosted for transit professionals, agency leaders, and industry partners from Wisconsin and Minnesota. The event brings together experts to connect on topics such as rural and urban transit operations, fleet electrification, funding strategies, paratransit models, and emerging technologies. Attendees gain valuable insights through roundtables, breakout sessions, keynote presentations, and site tours, allowing them to strengthen regional collaboration, share best practices, and advance the future of public transportation across both states.",2025-10-06,2025-10-08,"Rochester, New York",United States,11,11,1,"ABC Companies, Bouygues E&S InTec Schweiz, Gillig, LHB, Minnesota Department of Transportation, Motor Coach Industries International, NFI Group (TSE: NFI), North Central International, Spheros, Srf Consulting Group, Transdev, Tripmaster",Business Products and Services (B2B),Commercial Services,Logistics
3119,3056,Texas Symposium on Wireless and Microwave Circuits and Systems Conference 2025,"Texas Symposium on Wireless and Microwave Circuits and Systems Conference 2025 is a leading IEEE-affiliated technical conference focused on the latest advances in wireless, RF, and microwave engineering, this event brings together academic researchers, industry professionals, and students to explore next-generation technologies in wireless and microwave systems, the event features a robust program of peer-reviewed technical papers, plenary sessions, invited talks, student poster competitions, and an exhibitor showcase.",2025-04-08,2025-04-10,"Waco, Texas",United States,,,,,"Consumer Products and Services (B2C), Information Technology","Communications and Networking, Consumer Durables","Electronics (B2C), Other Communications and Networking, Wireless Communications Equipment"
7366,7180,Amsterdam Textile Show 2025,"Amsterdam Textile Show 2025 is an event hosted for fabric and fashion professionals. The event brings together textile industry professionals to connect on textile innovation, sustainable materials, and global sourcing, allowing attendees to discover new suppliers, explore seasonal trends, and strengthen their position in the international fashion and garment ecosystem.",2025-09-29,2025-10-01,"Amsterdam, Netherlands",Netherlands,3,3,1,"Emtec (Electrical Equipment), EuroFit, NIL Textile, Naska Industries",Consumer Products and Services (B2C),"Apparel and Accessories, Consumer Non-Durables","Clothing, Personal Products"
11610,11121,China Commodity Fair Australia 2025 (CCFA),"China Commodity Fair Australia (CCFA) 2025 is an exhibition hosted for Australian retailers, wholesalers, distributors, importers, manufacturers, and industry players. The event brings together consumer goods professionals to connect on sourcing high-quality Chinese products—from homeware and electronics to lifestyle and specialty gifts—allowing attendees to explore over 5,000 products firsthand and secure face-to-face supplier partnerships.",2025-09-25,2025-09-27,"Sydney, Australia",Australia,3,3,1,"ARCAIR, S & P, Zhejiang Era Solar Technology, ltformalInvestor_1739756947524vth","Business Products and Services (B2B), Consumer Products and Services (B2C)","Commercial Services, Consumer Durables","Business Equipment and Supplies, Other Commercial Services"
1003,990,Brighton and Hove Business Show 2025,"Brighton and Hove Business Show 2025 is an event hosted for entrepreneurs, business owners, and local professionals across Sussex. The event brings together industry professionals to connect on networking, brand visibility, and business growth, allowing attendees to discover new suppliers, engage in expert-led seminars, and build valuable connections that drive regional economic success.",2025-06-05,2025-06-05,"Brighton, United Kingdom",United Kingdom,14,14,2,"Charles Cox Property Group, Clive Emson Auctioneers, EOS Worldwide, Elite Hotels (Rotherwick), Extech Cloud, Lightning Fibre, Lumina Energy, PBS Group, Plumpton Racecourse, Solar Dynamics, Sussex Area Chamber Of Commerce, Xeinadin Group, formal1748517844696cou, formalCompany_1741657551429foh, gsformalInvestor_1741577139468muj, qvformalInvestor_1747701751519koi","Business Products and Services (B2B), Consumer Products and Services (B2C)","Commercial Services, Restaurants, Hotels and Leisure","Hotels and Resorts, Other Commercial Services"
1007,994,Wiltshire Business Show 2025,"The Wiltshire Business Show features business breakfasts, a LIVEtalk event program, specialist clinics, meeting spaces, and a variety of exhibitors. It offers opportunities for networking, learning, and collaboration among businesses of all sizes, from start-ups to multinationals.

Wiltshire Business Show 2025 is an event hosted for the business community. The event brings together industry professionals to discuss, learn, and collaborate, where you can make new connections and develop innovative thoughts.",2025-09-17,2025-09-18,"Trowbridge, United Kingdom",United Kingdom,,,,,Business Products and Services (B2B),Commercial Services,Other Commercial Services
9502,9183,Benchmark Summit Columbus 2025,"Benchmark Summit Columbus 2025 is an event hosted for government policymakers, regulators, institutional investors, and financial analysts. The event convenes leading figures in the EV, battery, and critical mineral space with investors fueling domestic growth, to discuss the challenges and opportunities in securing North America's battery supply chain, allowing attendees to gain market intelligence and network with key stakeholders.",2025-10-02,2025-10-02,"Columbus, Ohio",United States,1,1,,"Hargrove (Construction and Engineering), JobsOhio",Energy,Energy Services,"Energy Storage, Other Energy Services"
11625,11136,Icdp Autumn Meeting 2025,"Icdp Autumn Meeting 2025 is an event hosted for professionals, researchers, and practitioners from various disciplines. The event brings together auto & automotive professionals to connect on innovative developments and share insights related to the ICDP community, allowing attendees to engage in informative sessions, network with peers, and participate in workshops that explore the latest trends and methodologies in their respective fields.",2025-10-21,2025-10-22,"Frankfurt am Main, Germany",Germany,,,,,Consumer Products and Services (B2C),Transportation,Automotive
